date,australia_ret_with_div_aud,australia_ret_without_div_aud,france_ret_with_div_eur,france_ret_without_div_eur,germany_ret_with_div_eur,germany_ret_without_div_eur,japan_ret_with_div_jpy,japan_ret_without_div_jpy,switzerland_ret_with_div_chf,switzerland_ret_without_div_chf,united kingdom_ret_with_div_gbp,united kingdom_ret_without_div_gbp,us_ret_with_div_usd,us_ret_without_div_usd,rf_usd
2023-03-01,-0.003919585,-0.013608264,0.0137300265,0.0127941256,0.0139725901,0.0137970906,0.0164927386,0.0046085849,0.025702891,0.0185843219,-0.029585117,-0.035813307,0.02395,0.022043,0.0036
2023-04-01,0.0170542773,0.0165119908,0.0327348964,0.0271932925,0.0152974636,0.0109741193,0.027465,0.0273976045,0.0312168323,0.0224724861,0.0310056134,0.0268350461,0.008976,0.007865,0.0035
2023-05-01,-0.028874474,-0.032765959,-0.039951202,-0.051769361,-0.021739752,-0.046874614,0.0317933302,0.0316501097,-0.022906035,-0.026986475,-0.046992745,-0.05079719,0.000708,-0.001057,0.0036
2023-06-01,0.0189098229,0.0171276426,0.0391147344,0.0365625299,0.0278186552,0.0255129701,0.0753767404,0.073896852,0.0062702957,0.0059200107,0.0048563883,0.0021957753,0.066183,0.064342,0.004
2023-07-01,0.0287213942,0.02847096,0.007735747,0.0064836331,0.0219196945,0.021515067,0.0146868288,0.014551573,0.003180021,0.0031018817,0.0257132246,0.0240647323,0.035618,0.034672,0.0045
2023-08-01,-0.00681966,-0.013596026,-0.031131618,-0.031158024,-0.033991441,-0.034139154,0.0046097632,0.0041840439,-0.024224477,-0.024516351,-0.021732061,-0.029674184,-0.020608,-0.022266,0.0045
2023-09-01,-0.025695573,-0.033349047,-0.039877413,-0.040616658,-0.03553849,-0.035682372,0.0048015589,-0.003763109,-0.014472376,-0.015830682,0.0221365256,0.0206198279,-0.04739,-0.04886,0.0043
2023-10-01,-0.038151956,-0.039232693,-0.036500131,-0.03658876,-0.045290861,-0.04531893,-0.029399368,-0.029467242,-0.051963547,-0.058794839,-0.041844901,-0.042825625,-0.028865,-0.029857,0.0047
2023-11-01,0.0485156132,0.0440004796,0.0581446226,0.0576029306,0.079491757,0.0794697743,0.054245957,0.0541306709,0.0438920132,0.0438920132,0.0285918231,0.0237635166,0.092053,0.090037,0.0044
2023-12-01,0.0719665053,0.0704390968,0.0363656861,0.0343773904,0.0271863961,0.0270357561,-0.003045415,-0.004758363,0.0212804121,0.0212013343,0.0440397562,0.0427604015,0.053604,0.051476,0.0043
2024-01-01,0.0120989931,0.0118124149,0.0182639133,0.0173604602,0.0036927629,0.0036065756,0.073322148,0.073194894,0.0120666746,0.0119635625,-0.011893761,-0.012920309,0.007561,0.006743,0.0047
2024-02-01,0.0117365617,0.0056273682,0.0356615607,0.0339363541,0.031579623,0.0291297096,0.0486628221,0.0482184848,0.0161446527,0.0161446527,0.0053764648,0.0009335002,0.050583,0.049052,0.0042
2024-03-01,0.0289860222,0.0224178308,0.0239932956,0.0230766403,0.0388498717,0.0387325755,0.0428246803,0.032797475,0.032763868,0.0254820529,0.0468666183,0.0407574297,0.03245,0.030938,0.0043
2024-04-01,-0.028630165,-0.029078895,-0.01870098,-0.024621221,-0.021546065,-0.027393173,-0.014417634,-0.014466635,-0.019255842,-0.023911258,0.0265921178,0.0229765656,-0.042724,-0.043636,0.0047
2024-05-01,0.0091189715,0.0043511001,0.0152726198,0.0020936293,0.0298715368,0.0112209197,0.0053178672,0.0051351964,0.0537461058,0.049704664,0.0265149158,0.0203920036,0.046553,0.044979,0.0044
2024-06-01,0.0090446698,0.0074505462,-0.061798164,-0.064333549,-0.010834555,-0.012921937,0.0150948067,0.013798241,-0.006396657,-0.00667537,-0.016603219,-0.019399441,0.026073,0.02438,0.0041
2024-07-01,0.0380632957,0.0378877628,0.002655194,0.0014661016,0.0037392305,0.0034312064,-0.00415042,-0.00427528,0.0106628056,0.0105790762,0.0334332869,0.0326108964,0.019878,0.019,0.0045
2024-08-01,0.0050754168,0.0006347586,0.0177706583,0.0174066248,0.0175792405,0.0174544034,-0.024404458,-0.024809316,0.0047108115,0.0044871626,0.0084252144,0.001457034,0.021572,0.020203,0.0048
2024-09-01,0.0336283558,0.0251925478,0.0087397577,0.0079895956,0.0263308314,0.0263278122,-0.01424464,-0.023069125,-0.011499732,-0.012427661,-0.01715444,-0.018879687,0.020969,0.019485,0.004
2024-10-01,-0.011883287,-0.012248121,-0.05135599,-0.051596499,-0.020570309,-0.020619831,0.0169747579,0.0168979621,-0.031303193,-0.031321578,-0.017103961,-0.018265603,-0.008298,-0.009139,0.0039
2024-11-01,0.0353528376,0.031699571,-0.021042179,-0.021333653,0.0198209614,0.0197995011,-0.007304051,-0.007407592,3.1828e-05,3.1828e-05,0.0261114472,0.0219719954,0.064855,0.063463,0.004
2024-12-01,-0.029889349,-0.031248451,0.0352325862,0.0304260395,0.0069862891,0.0066038651,0.0412787974,0.0396650338,-0.010969988,-0.011046153,-0.01138122,-0.01259623,-0.031582,-0.033469,0.0037
