date,country,currency,mportret,mportretx
2022-10-31,SWITZERLAND,CHF,0.0437916913,0.0437612433
2022-11-30,SWITZERLAND,CHF,0.0441750829,0.0441750829
2022-12-30,SWITZERLAND,CHF,-0.030856476,-0.030926114
2023-01-31,SWITZERLAND,CHF,0.0588506733,0.0587630933
2023-02-28,SWITZERLAND,CHF,-0.01491037,-0.01491037
2023-03-31,SWITZERLAND,CHF,0.025702891,0.0185843219
2023-04-28,SWITZERLAND,CHF,0.0312168323,0.0224724861
2023-05-31,SWITZERLAND,CHF,-0.022906035,-0.026986475
2023-06-30,SWITZERLAND,CHF,0.0062702957,0.0059200107
2023-07-31,SWITZERLAND,CHF,0.003180021,0.0031018817
2023-08-31,SWITZERLAND,CHF,-0.024224477,-0.024516351
2023-09-29,SWITZERLAND,CHF,-0.014472376,-0.015830682
2023-10-31,SWITZERLAND,CHF,-0.051963547,-0.058794839
2023-11-30,SWITZERLAND,CHF,0.0438920132,0.0438920132
2023-12-29,SWITZERLAND,CHF,0.0212804121,0.0212013343
2024-01-31,SWITZERLAND,CHF,0.0120666746,0.0119635625
2024-02-29,SWITZERLAND,CHF,0.0161446527,0.0161446527
2024-03-28,SWITZERLAND,CHF,0.032763868,0.0254820529
2024-04-30,SWITZERLAND,CHF,-0.019255842,-0.023911258
2024-05-31,SWITZERLAND,CHF,0.0537461058,0.049704664
2024-06-28,SWITZERLAND,CHF,-0.006396657,-0.00667537
2024-07-31,SWITZERLAND,CHF,0.0106628056,0.0105790762
2024-08-30,SWITZERLAND,CHF,0.0047108115,0.0044871626
2024-09-30,SWITZERLAND,CHF,-0.011499732,-0.012427661
2024-10-31,SWITZERLAND,CHF,-0.031303193,-0.031321578
2024-11-29,SWITZERLAND,CHF,0.000031828,0.000031828
2024-12-30,SWITZERLAND,CHF,-0.010969988,-0.011046153
